"Based on the VAT ID, the customer would belong to the Customer Group %s.","Based on the VAT ID, the customer would belong to the Customer Group %s."
"Bill to Name","Bill to Name"
"Billing Information","Fakturainformation"
"Bought From","Köpte från"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Om du registrerar dig som kund hos oss, kan du handla mycket smidigare, använda dig av flera leveransadresser, granska och spåra dina beställningar och mycket mer."
"CSV","CSV"
"Can't save address","Kan inte spara adressen"
"Can't save customer","Kan inte spara kunden"
"Can't share customer accounts global. Because some customer accounts with same emails exist on multiple websites and cannot be merged.","Can't share customer accounts global. Because some customer accounts with same emails exist on multiple websites and cannot be merged."
"Cancel","Avbryt"
"Cannot save a new password.","Cannot save a new password."
"Cannot save address.","Cannot save address."
"Cannot save the customer.","Cannot save the customer."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged."
"Change Account Password","Ändra kontolösenordet"
"Change Billing Address","Ändra fakturaadress"
"Change Password","Byt lösenord"
"Change Shipping Address","Ändra leveransadressen"
"City","Stad"
"Company","Företag"
"Config","Inställningar"
"Configure","Configure"
"Confirm New Password","Bekräfta nytt lösenord"
"Confirm Password","Bekräfta lösenord"
"Confirmation Link Email","Confirmation Link Email"
"Confirmed","Confirmed"
"Contact Information","Kontaktinformation"
"Continue Shopping","Fortsätt att handla"
"Country","Land"
"Create","Create"
"Create New Account Options","Alternativ för att skapa nytt konto"
"Create New Customer Account","Skapa nytt kundkonto"
"Create Order","Skapa beställning"
"Create an Account","Registrera dig som kund"
"Create customer","Create customer"
"Create customer address","Create customer address"
"Current Password","Nuvarande lösenord"
"Customer","Kund"
"Customer API","Customer API"
"Customer Account Edit Form","Customer Account Edit Form"
"Customer Account Login Form","Customer Account Login Form"
"Customer Account Logout Success","Customer Account Logout Success"
"Customer Account Registration Form","Customer Account Registration Form"
"Customer Addresses","Kundadresser"
"Customer Api","Customer Api"
"Customer Configuration","Kundinställningar"
"Customer Forgot Password Form","Customer Forgot Password Form"
"Customer Group","Kundgrupp"
"Customer Group was successfully deleted","Kundgruppen har tagits bort"
"Customer Group was successfully saved","Kundgruppen har sparats"
"Customer Groups","Kundgrupper"
"Customer Information","Information om kunden"
"Customer Login","Logga in"
"Customer My Account (All Pages)","Customer My Account (All Pages)"
"Customer My Account Address Book","Customer My Account Address Book"
"Customer My Account Address Edit Form","Customer My Account Address Edit Form"
"Customer My Account Dashboard","Customer My Account Dashboard"
"Customer Since","Kund sedan"
"Customer View","Kundvy"
"Customer collection expected","Kundsamling förväntades"
"Customer collection expected.","Customer collection expected."
"Customer doesn't have primary billing address","Kunden saknar förvald fakturaadress"
"Customer email already exists","Angiven e-post för kund finns redan"
"Customer email is required","Customer email is required"
"Customer website ID must be specified when using the website scope","Customer website ID must be specified when using the website scope"
"Customer website id must be specified, when using website scope.","Customer website id must be specified, when using website scope."
"Customer will stay on the current page if ""No"" is selected.","Customer will stay on the current page if ""No"" is selected."
"Customers","Kunder"
"Customers Only","Endast kunder"
"Customers Section","Customers Section"
"DD","DD"
"Date","Datum"
"Date Added","Lades till"
"Date of Birth","Date of Birth"
"Date of Birth is required.","Date of Birth is required."
"Day","Day"
"Days in Wishlist","Antal dagar i önskelistan"
"Default Addresses","Förvalda adresser"
"Default Billing Address","Förvald fakturaadress"
"Default Email Domain","Förvald domän för e-post"
"Default Group","Förvald grupp"
"Default Shipping Address","Förvald leveransadress"
"Default Value for Disable Automatic Group Changes Based on VAT ID","Default Value for Disable Automatic Group Changes Based on VAT ID"
"Default Welcome Email","Default Welcome Email"
"Delete","Ta bort"
"Delete Address","Ta bort adress"
"Delete Customer","Ta bort kund"
"Delete Customer Group","Ta bort kundgrupp"
"Delete customer","Delete customer"
"Delete customer address","Delete customer address"
"Deleted Stores","Ta bort butiker"
"Details","Detaljer"
"Disabled","Inaktiverad"
"Edit","Ändra"
"Edit Account Info","Edit Account Info"
"Edit Account Information","Ändra kontoinformation"
"Edit Address","Ändra adress"
"Edit Address Entry","Ändra adresspost"
"Edit Customer Group ""%s""","Ändra kundgruppen ""%s"""
"Edit Customer Groups","Ändra kundgrupper"
"Edit Customer's Address","Ändra kundens adress"
"Edit Group","Ändra grupp"
"Edit Newsletter Subscription","Ändra prenumeration på nyhetsbrev"
"Edit Newsletters","Ändra nyhetsbrev"
"Edit Personal Information","Ändra personlig information"
"Email","E-post"
"Email Address","E-postadress"
"Email Sender","Avsändare av e-post"
"Email:","Email:"
"Enable Automatic Assignment to Customer Group","Enable Automatic Assignment to Customer Group"
"Entity collection is expected","Entitetssamling förväntas"
"Entity collection is expected.","Entity collection is expected."
"Error during retrieval of option value: %s","Ett fel uppstod när alternativvärdet (%s) skulle hämtas"
"Excel XML","Excel XML"
"Ext. Price","Totalsumma"
"Failed to confirm customer account.","Failed to confirm customer account."
"Fax","Fax"
"First Name","Förnamn"
"First name can't be empty","First name can't be empty"
"Forgot Email Sender","Avsändare för e-post för glömda uppgifter"
"Forgot Email Template","Mall för e-post för glömda uppgifter"
"Forgot Password","Forgot Password"
"Forgot Your Password","Forgot Your Password"
"Forgot Your Password?","Glömt ditt lösenord?"
"Forgot and Remind Email Sender","Forgot and Remind Email Sender"
"Form Fields Before","Form Fields Before"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","I kontoöversikten får du en överblick av dina senaste aktiviteter, och du kan också ändra dina kontouppgifter. Välj en länk nedan för att granska eller ändra dina uppgifter."
"Gender","Gender"
"Gender is required.","Gender is required."
"General Subscription","Allmän prenumeration"
"Generate Human-Friendly Customer ID","Generate Human-Friendly Customer ID"
"Global","Global"
"Go to Address Book","Gå till adressbok"
"Grand Total","Totalsumma"
"Grand Total: %s","Totalsumma: %s"
"Group","Grupp"
"Group ""%s"" can not be deleted","Gruppen ""%s"" kan inte tas bort"
"Group Information","Information om grupp"
"Group Name","Gruppnamn"
"Group for Invalid VAT ID","Group for Invalid VAT ID"
"Group for Valid VAT ID - Domestic","Group for Valid VAT ID - Domestic"
"Group for Valid VAT ID - Intra-Union","Group for Valid VAT ID - Intra-Union"
"Guest","Gäst"
"HTML","HTML"
"Hello, %s!","Hej, %s!"
"ID","ID"
"IP Address","IP-adress"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you billing address for proper VAT calculation","If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you billing address for proper VAT calculation"
"If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you shipping address for proper VAT calculation","If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you shipping address for proper VAT calculation"
"If you believe this is an error, please contact us at %s","If you believe this is an error, please contact us at %s"
"If you have an account with us, please log in.","Om du redan har ett konto hos oss, vänligen logga in."
"Invalid attribute option specified for attribute %s (%s), skipping the record","Ogiltigt värde för attributet %s (%s), hoppar över posten"
"Invalid attribute option specified for attribute %s (%s), skipping the record.","Invalid attribute option specified for attribute %s (%s), skipping the record."
"Invalid attribute set specified, skipping the record","Ogiltig attributsmängd har angivits, hoppar över posten"
"Invalid attribute set specified, skipping the record.","Invalid attribute set specified, skipping the record."
"Invalid billing address for (%s)","Invalid billing address for (%s)"
"Invalid current password","Det nuvarande lösenord är felaktigt"
"Invalid customer data","Ogiltig kunddata"
"Invalid email address","Ogiltig e-postadress"
"Invalid email address ""%s""","Invalid email address ""%s"""
"Invalid email address ""%s"".","Invalid email address ""%s""."
"Invalid email address.","Invalid email address."
"Invalid login or password.","Invalid login or password."
"Invalid option id specified for %s (%s), skipping the record","Ogiltigt id för alternativ har angivits för %s (%s), hoppar över posten"
"Invalid password reset token.","Invalid password reset token."
"Invalid shipping address for (%s)","Invalid shipping address for (%s)"
"Invalid store specified, skipping the record","Ogiltig butik har angivits, hoppar över posten"
"Invalid store specified, skipping the record.","Invalid store specified, skipping the record."
"Invalid website, skipping the record, line: %s","Invalid website, skipping the record, line: %s"
"Items Order","Beställning av artiklar"
"Last 5 Orders","Senaste 5 beställningar"
"Last Activity","Senast aktiv"
"Last Date Subscribed","Last Date Subscribed"
"Last Date Unsubscribed","Last Date Unsubscribed"
"Last Name","Efternamn"
"Last URL","Last URL"
"Last Url","Senaste URL"
"Last Viewed Items","Senaste granskade artiklar"
"Last date subscribed","Senaste datum för prenumeration"
"Last date unsubscribed","Senaste datum för uppsägning av prenumeration"
"Last name can't be empty","Last name can't be empty"
"Leave empty for default (15 minutes).","Leave empty for default (15 minutes)."
"Leave empty for default (2). Valid range: 1-4","Leave empty for default (2). Valid range: 1-4"
"Lifetime Sales","Försäljning totalt"
"Log In","Logga in"
"Log Out","Logga ut"
"Log in or Create an Account","Log in or Create an Account"
"Login","Logga in"
"Login Information","Information om inloggning"
"Login Options","Login Options"
"Login and password are required","Användarnamn och lösenord krävs"
"Login and password are required.","Login and password are required."
"Login or Create an Account","Logga in eller skapa ett konto"
"M.I.","M.I."
"MM","MM"
"Manage Addresses","Hantera adresser"
"Manage Customers","Hantera kunder"
"Maximum length must be less then %s symbols","Maximum length must be less then %s symbols"
"Missing email, skipping the record","Saknar e-post, hoppar över posten"
"Missing email, skipping the record, line: %s","Missing email, skipping the record, line: %s"
"Missing email, skipping the record.","Missing email, skipping the record."
"Missing first name, skipping the record, line: %s","Missing first name, skipping the record, line: %s"
"Missing firstname, skipping the record","Saknar förnamn, hoppar över posten"
"Missing firstname, skipping the record.","Missing firstname, skipping the record."
"Missing last name, skipping the record, line: %s","Missing last name, skipping the record, line: %s"
"Missing lastname, skipping the record","Saknar efternamn, hoppar över posten"
"Missing lastname, skipping the record.","Missing lastname, skipping the record."
"Missing website, skipping the record, line: %s","Missing website, skipping the record, line: %s"
"Month","Month"
"My Account","My Account"
"My Account Dashboard","My Account Dashboard"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","Kontoöversikt"
"My Orders","Mina beställningar"
"My Reviews","Mina recensioner"
"My Tags","Mina etiketter"
"My Wishlist","Min önskelista"
"Name","Namn"
"Name and Address Options","Name and Address Options"
"Never","Aldrig"
"New Address","Ny adress"
"New Address Entry","Ny adresspost"
"New Customer","Ny kund"
"New Customer Address","Ny kundadress"
"New Customer Group","Ny kundgrupp"
"New Customer Groups","Nya kundgrupper"
"New Customers","Inte kund? Skapa konto"
"New Group","Ny grupp"
"New Password","Nytt lösenord"
"New account","Nytt konto"
"New account confirmation key","New account confirmation key"
"New account confirmed","New account confirmed"
"New password","New password"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","Nyhetsbrev"
"Newsletter Finish","Slutet på nyhetsbrev"
"Newsletter Information","Information om nyhetsbrev"
"Newsletter Received","Nyhetsbrev har mottagits"
"Newsletter Start","Början på nyhetsbrev"
"Newsletter Subscription","Prenumeration på nyhetsbrev"
"Newsletters","Nyhetsbrev"
"No Items Found","Inga artiklar har hittats"
"No Newsletter Found","Inget nyhetsbrev har hittats"
"No customer collections found","No customer collections found"
"No item specified.","No item specified."
"No product collections found","Inga produktsamlingar har hittats"
"Not Sent","Har inte skickats"
"Not confirmed, can login","Not confirmed, can login"
"Not confirmed, cannot login","Not confirmed, cannot login"
"Number of Lines in a Street Address ","Number of Lines in a Street Address "
"Number of lines in a street address ","Number of lines in a street address "
"Offline","Nerkopplad"
"Online","Uppkopplad"
"Online Customers","Uppkopplade kunder"
"Online Customers Options","Online Customers Options"
"Online Minutes Interval","Online Minutes Interval"
"Order #","Beställningsnummer"
"Order #%s (%s)","Beställningsnummer %s (%s)"
"Order List...","Lista över beställningar..."
"Order Total","Totalsumma för beställning"
"Orders","Beställningar"
"PDF","PDF"
"Password","Lösenord"
"Password Management","Hantera lösenord"
"Password Options","Alternativ för lösenord"
"Password can't be empty","Password can't be empty"
"Password fields can't be empty.","Password fields can't be empty."
"Password forgotten","Password forgotten"
"Password minimal length must be more %s","Password minimal length must be more %s"
"Password must have at least 6 characters. Leading or trailing spaces will be ignored.","Lösenord måste ha åtminstonde 6 tecken. Mellanslag i början och i slutet kommer att tas bort."
"Password:","Password:"
"Paused","Pausad"
"Payment Method","Betalningssätt"
"Pending","Avvaktande"
"Per Website","Per webbplats"
"Personal Information","Personlig information"
"Please enter a number 1 or greater in this field.","Please enter a number 1 or greater in this field."
"Please enter a valid date between %s and %s at %s.","Please enter a valid date between %s and %s at %s."
"Please enter a valid date equal to or greater than %s at %s.","Please enter a valid date equal to or greater than %s at %s."
"Please enter a valid date less than or equal to %s at %s.","Please enter a valid date less than or equal to %s at %s."
"Please enter the city.","Please enter the city."
"Please enter the country.","Please enter the country."
"Please enter the first name.","Please enter the first name."
"Please enter the last name.","Please enter the last name."
"Please enter the state/province.","Please enter the state/province."
"Please enter the street.","Please enter the street."
"Please enter the telephone number.","Please enter the telephone number."
"Please enter the zip/postal code.","Please enter the zip/postal code."
"Please enter your email address below. You will receive a link to reset your password.","Please enter your email address below. You will receive a link to reset your password."
"Please enter your email below and we'll send you a new password.","Vänligen ange din e-postadress nedan så skickar vi dig ett nytt lösenord."
"Please enter your email below and we'll send you confirmation link for it.","Please enter your email below and we'll send you confirmation link for it."
"Please enter your email below and we\'ll send you confirmation link for it.","Please enter your email below and we\'ll send you confirmation link for it."
"Please enter your email.","Vänligen ange din e-post."
"Please make sure your passwords match.","Vänligen försäkra dig om att lösenorden överensstämmer."
"Please select","Vänligen välj"
"Please select a website which contains store view","Please select a website which contains store view"
"Please select region, state or province","Vänligen välj region"
"Please, check your e-mail for confirmation key.","Please, check your e-mail for confirmation key."
"Please, check your email for confirmation key.","Please, check your email for confirmation key."
"Prefix","Prefix"
"Prefix Dropdown Options","Prefix Dropdown Options"
"Prefix dropdown options","Prefix dropdown options"
"Price","Pris"
"Primary Billing Address","Förvald fakturaadress"
"Primary Shipping Address","Förvald leveransadress"
"Problem saving the collection, aborting. Error: %s","Det uppstod ett fel när samlingen skulle sparas, avbryter. Felmeddelande: %s"
"Product","Produkt"
"Product ID","Produkt-ID"
"Product Name","Produktnamn"
"Product Reviews","Produktrecensioner"
"Product Tags","Produktetiketter"
"Product name","Produktnamn"
"Purchase On","Köptes den"
"Purchased At","Purchased At"
"Purchased at","Köptes hos"
"Qty","Antal"
"Recent Orders","Senaste beställningar"
"Records for ""","Poster för """
"Records for %s store found.","Records for %s store found."
"Recovery Link Expiration Period (days)","Recovery Link Expiration Period (days)"
"Redirect Customer to Account Dashboard after Logging in","Redirect Customer to Account Dashboard after Logging in"
"Refunded","Återköp"
"Registered Customers","Befintlig kund? Logga in"
"Remind Email Template","Remind Email Template"
"Remind Password","Remind Password"
"Remove","Ta bort"
"Require Emails Confirmation","Require Emails Confirmation"
"Reset a Password","Reset a Password"
"Retrieve address data","Retrieve address data"
"Retrieve address info","Retrieve address info"
"Retrieve customer addresses","Retrieve customer addresses"
"Retrieve customer data","Retrieve customer data"
"Retrieve customer groups","Retrieve customer groups"
"Retrieve customer info","Retrieve customer info"
"Retrieve customer's groups","Retrieve customer's groups"
"Retrieve customers","Retrieve customers"
"Retrieve customers info","Retrieve customers info"
"Retrieve your confirmation link here","Retrieve your confirmation link here"
"Retrieve your password here","Hämta ditt lösenord här"
"SKU","Artikelnummer"
"Sales Statistics","Försäljningsstatistik"
"Save","Spara"
"Save Address","Spara adress"
"Save And Continue Edit","Save And Continue Edit"
"Save Customer","Spara kund"
"Save Customer Group","Spara kundgrupp"
"Save Password","Spara lösenord"
"Save and Continue Edit","Save and Continue Edit"
"Saved ","Har sparats"
"Saved %d record(s)","Saved %d record(s)"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field."
"Send From","Send From"
"Send Welcome Email","Send Welcome Email"
"Send Welcome Email after Confirmation","Send Welcome Email after Confirmation"
"Send auto-generated password","Skicka autogenererat lösenord"
"Send confirmation link","Send confirmation link"
"Send welcome email","Skicka välkomstbrev"
"Sending","Skickar"
"Sent","Skickat"
"Session Start Time","Starttid för session"
"Set as Default Billing Address","Välj som förvald fakturaadress"
"Set as Default Shipping Address","Välj som förvald leveransadress"
"Share Customer Accounts","Dela kundkonton"
"Ship to First name","Förnamn för leverans"
"Ship to Last name","Efternamn för leverans"
"Shipped to First Name","Förnamn för leverans"
"Shipped to Last Name","Efternamn för leverans"
"Shipped to Name","Namn för leverans"
"Shipping Information","Information om leverans"
"Shipping Method","Leveranssätt"
"Shopping Cart","Varukorg"
"Shopping Cart - %d item(s)","Kundvagn - %d artiklar"
"Shopping Cart of %1$s - %2$d item(s)","Shopping Cart of %1$s - %2$d item(s)"
"Show Date of Birth","Show Date of Birth"
"Show Gender","Show Gender"
"Show Middle Name (initial)","Show Middle Name (initial)"
"Show Prefix","Show Prefix"
"Show Suffix","Show Suffix"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Show Tax/VAT number","Show Tax/VAT number"
"Show VAT Number on Frontend","Show VAT Number on Frontend"
"Show date of birth","Show date of birth"
"Show middle name (initial)","Show middle name (initial)"
"Show prefix","Show prefix"
"Show suffix","Show suffix"
"Sign Up for Newsletter","Prenumerera på nyhetsbrev"
"Sign up for our newsletter","Prenumerera på vårt nyhetsbrev"
"Skip import row, required field ""%s"" not defined","Ett fel uppstod: det obligatoriska fältet ""%s"" har inte angivits, hoppar över importrad"
"Skip import row, website ""%s"" field not exists","Ett fel uppstod: fältet ""%s"" för webbplatsen finns inte, hoppar över importraden"
"Skipping import row, required field ""%s"" is not defined.","Skipping import row, required field ""%s"" is not defined."
"Skipping import row, website ""%s"" field does not exist.","Skipping import row, website ""%s"" field does not exist."
"State/Province","Region"
"Status","Status"
"Store","Butik"
"Store View","Butiksvy"
"Street Address","Gatuadress"
"Street Address ","Street Address "
"Street Address %s","Street Address %s"
"Subject","Ämne"
"Submit","Skicka"
"Subscribe","Prenumerera"
"Subscribe to Newsletter","Subscribe to Newsletter"
"Subscribe to newsletter","Prenumerera på nyhetsbrev"
"Subscribed to Newsletter?","Prenumererar på nyhetsbrev?"
"Suffix","Suffix"
"Suffix Dropdown Options","Suffix Dropdown Options"
"Suffix dropdown options","Suffix dropdown options"
"TAX/VAT number is required.","TAX/VAT number is required."
"Tag Name","Etikettnamn"
"Tax Calculation Based On","Tax Calculation Based On"
"Tax Class","Momsklass"
"Tax class","Momsklass"
"Tax/VAT number","Tax/VAT number"
"Telephone","Telefon"
"Text","Text"
"Text One Line","Text"
"Thank you for registering with %s","Tack för att du har registrerat dig hos %s"
"Thank you for registering with %s.","Thank you for registering with %s."
"The Date of Birth is required.","The Date of Birth is required."
"The TAX/VAT number is required.","The TAX/VAT number is required."
"The VAT ID entered (%s) is not a valid VAT ID.","The VAT ID entered (%s) is not a valid VAT ID."
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.","The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s."
"The VAT ID is valid. The current Customer Group will be used.","The VAT ID is valid. The current Customer Group will be used."
"The account information has been saved.","The account information has been saved."
"The address does not belong to this customer","Adressen tillhör inte till denna kund"
"The address does not belong to this customer.","The address does not belong to this customer."
"The address has been deleted.","The address has been deleted."
"The address has been saved.","The address has been saved."
"The address was successfully deleted","Adressen har tagits bort"
"The address was successfully saved","Adressen har sparats"
"The customer ID and email did not match, skipping the record, line: %s","The customer ID and email did not match, skipping the record, line: %s"
"The customer does not have default billing address.","The customer does not have default billing address."
"The customer email (%s) already exists, skipping the record, line: %s","The customer email (%s) already exists, skipping the record, line: %s"
"The customer group has been deleted.","The customer group has been deleted."
"The customer group has been saved.","The customer group has been saved."
"The customer is currently assigned to Customer Group %s.","The customer is currently assigned to Customer Group %s."
"The first name cannot be empty.","The first name cannot be empty."
"The group ""%s"" cannot be deleted","The group ""%s"" cannot be deleted"
"The last name cannot be empty.","The last name cannot be empty."
"The minimum password length is %s","The minimum password length is %s"
"The password cannot be empty.","The password cannot be empty."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","The password must have at least 6 characters. Leading or trailing spaces will be ignored."
"The suffix that goes after name (Jr., Sr., etc.)","The suffix that goes after name (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)"
"There are no items in customer's shopping cart at the moment","För närvarande finns det inga artiklar i kundens varukorg"
"There are no items in customer's wishlist at the moment","För närvarande finns det inga artiklar i kundens önskelista"
"There are no items in customer\'s shopping cart at the moment","There are no items in customer\'s shopping cart at the moment"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account."
"There was an error validating the VAT ID.","There was an error validating the VAT ID."
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.","There was an error validating the VAT ID. The customer would belong to Customer Group %s."
"There was an error while deleting the address","Ett fel uppstod när adressen skulle tas bort"
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","This Email will be sent instead of Default Welcome Email, after Account Confirmation."
"This account is not confirmed.","This account is not confirmed."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email."
"This customer email already exists","This customer email already exists"
"This customer has no saved addresses.","Denna kund har inga sparade adresser"
"This e-mail does not require confirmation.","This e-mail does not require confirmation."
"This email address was not found in our records","Denna e-postadress finns inte i vårt system"
"This email does not require confirmation.","This email does not require confirmation."
"This email will be sent instead of default welcome email, after account confirmation.","This email will be sent instead of default welcome email, after account confirmation."
"This is My Default %s Address","This is My Default %s Address"
"This is My Primary %s Address","Detta är min primära adress för %s"
"To Cart","Till kassan"
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","To show VAT number on frontend, set Show VAT Number on Frontend option to Yes."
"Total","Totalt"
"Type","Kundtyp"
"Unknown","Okänt"
"Unsubscribe from Newsletter","Unsubscribe from Newsletter"
"Unsubscribe from newsletter","Säg upp prenumeration på nyhetsbrev"
"Update","Uppdatera"
"Update customer address data","Update customer address data"
"Update customer data","Update customer data"
"Use as My Default %s Address","Use as My Default %s Address"
"Use as My Default Billing Address","Use as My Default Billing Address"
"Use as My Default Shipping Address","Use as My Default Shipping Address"
"Use as My Primary %s Address","Använd som min primära adress för %s"
"Use as my default billing address","Använd som förvald fakturaadress"
"Use as my default shipping address","Använd som min förvalda leveransadress"
"User description","Beskrivning av användare"
"VAT Number","VAT Number"
"VAT Request Date","VAT Request Date"
"VAT Request Identifier","VAT Request Identifier"
"Validate VAT Number","Validate VAT Number"
"Validate on Each Transaction","Validate on Each Transaction"
"Validation Error Group","Validation Error Group"
"View","Granska"
"View Order","Granska beställning"
"View Order List","Granska lista över beställningar"
"Visible In","Synlig i"
"Visitor","Besökare"
"Visitors Only","Endast besökare"
"Website","Webbplats"
"Welcome Email","Welcome Email"
"Wishlist","Önskelista"
"Wishlist - %d item(s)","Önskelista - %d artiklar"
"Would you like to change the Customer Group for this order?","Would you like to change the Customer Group for this order?"
"Wrong confirmation key.","Wrong confirmation key."
"Wrong customer account specified.","Wrong customer account specified."
"Wrong email.","Wrong email."
"Wrong region id by selected country","Fel regionsid för vald land"
"Wrong transactional account email type","Wrong transactional account email type"
"Wrong transactional account email type.","Wrong transactional account email type."
"XML","XML"
"YYYY","YYYY"
"Year","Year"
"You are currently not subscribed to any newsletter.","För närvarande prenumererar du inte på några nyhetsbrev."
"You are currently not subscribed to our newsletter","Du prenumererar för närvarande inte på vårt nyhetsbrev"
"You are currently not subscribed to our newsletter.","You are currently not subscribed to our newsletter."
"You are currently subscribed to 'General Subscription'.","Du prenumererar för närvarande på 'Allmän prenumeration'."
"You are currently subscribed to our newsletter","Du prenumererar på vårt nyhetsbrev"
"You are currently subscribed to our newsletter.","Du prenumererar på vårt nyhetsbrev."
"You are now logged out","You are now logged out"
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","Du har loggats ut och kommer att skickas vidare till vår hemsida inom 5 sekunder."
"You have logged out and will be redirected to our homepage in 5 seconds.","You have logged out and will be redirected to our homepage in 5 seconds."
"You have no additional address entries in your address book.","Du har inga ytterligare poster i din adressbok."
"You have no additional entries in your address book.","Du har inga ytterligare poster i din adressbok."
"You have no default billing address in your address book.","Det finns ingen förvald fakturaadress i adressboken."
"You have no default entries in your address book.","You have no default entries in your address book."
"You have no default shipping address in your address book.","Du har ingen förvald leveransadress i din adressbok."
